player,opponent,games_against,wins_against,win_rate_against
ski11acam,Captain Wolfer,4,1,0.25
ski11acam,Deciding,3,3,1.0
ski11acam,EricTheHispanic,4,1,0.25
ski11acam,FriendlyFennec,11,5,0.45454545454545453
ski11acam,OGYeet_,3,3,1.0
ski11acam,Preet,4,1,0.25
ski11acam,Recktals,5,2,0.4
ski11acam,SpicyShinobi,8,2,0.25
ski11acam,TheRyan.,4,1,0.25
ski11acam,TweakingOut,8,5,0.625
ski11acam,chewy_chungus69,3,3,1.0
ski11acam,enzo,4,1,0.25
ski11acam,tjdubya21,6,3,0.5
sly,Ascended!,12,3,0.25
sly,Boydardi,8,2,0.25
sly,Car-.-,5,2,0.4
sly,Cimino,3,3,1.0
sly,DeltaJRomeo_,9,3,0.3333333333333333
sly,FBISSsosa,3,3,1.0
sly,Faith,4,3,0.75
sly,Goose,14,5,0.35714285714285715
sly,Groovy,4,3,0.75
sly,IceCreamBev,1,0,0.0
sly,JCISK,3,3,1.0
sly,Kyle$,8,2,0.25
sly,Maples,5,1,0.2
sly,Mateo,9,3,0.3333333333333333
sly,MtnDru,7,4,0.5714285714285714
sly,Nem,4,1,0.25
sly,Siem,12,5,0.4166666666666667
sly,TSabin.,9,3,0.3333333333333333
sly,Ziyor,3,3,1.0
sly,bass!,15,8,0.5333333333333333
sly,ko!,11,5,0.45454545454545453
sly,nIMBUSXNZ^^,16,3,0.1875
sly,shack house,29,14,0.4827586206896552
sly,x0ffe,8,2,0.25
tjdubya21,Alpha_762,18,9,0.5
tjdubya21,Ay_Ant,32,24,0.75
tjdubya21,Beanzs2K,9,6,0.6666666666666666
tjdubya21,Captain Wolfer,5,3,0.6
tjdubya21,Chow_Mitch,4,3,0.75
tjdubya21,CoolNerdGames,4,3,0.75
tjdubya21,Eclipsed Frog,3,3,1.0
tjdubya21,EricTheHispanic,4,3,0.75
tjdubya21,Firefi6ht_RL,34,18,0.5294117647058824
tjdubya21,FriendlyFennec,37,24,0.6486486486486487
tjdubya21,Germ.,4,3,0.75
tjdubya21,Infantryboyz09,20,15,0.75
tjdubya21,Memento Mori217,10,6,0.6
tjdubya21,MerculesMilenial,12,8,0.6666666666666666
tjdubya21,NMTotra,26,17,0.6538461538461539
tjdubya21,OGYeet_,18,8,0.4444444444444444
tjdubya21,Orange,10,5,0.5
tjdubya21,Preet,8,5,0.625
tjdubya21,Recktals,15,3,0.2
tjdubya21,Ryan,12,7,0.5833333333333334
tjdubya21,SpicyShinobi,11,3,0.2727272727272727
tjdubya21,Suduko,7,6,0.8571428571428571
tjdubya21,TheRealDunion,5,3,0.6
tjdubya21,TheRyan.,6,3,0.5
tjdubya21,TweakingOut,8,5,0.625
tjdubya21,bro.ro711,16,8,0.5
tjdubya21,chewy_chungus69,45,28,0.6222222222222222
tjdubya21,dray (learning controller,4,1,0.25
tjdubya21,enzo,16,12,0.75
tjdubya21,faBBenWh  y,13,9,0.6923076923076923
tjdubya21,qFoal,10,4,0.4
tjdubya21,ski11acam,6,3,0.5
x0ffe,DeltaJRomeo_,4,3,0.75
x0ffe,Fastmadcow,4,1,0.25
x0ffe,Geo,4,1,0.25
x0ffe,bass!,8,6,0.75
x0ffe,enjay,4,1,0.25
x0ffe,shack house,3,2,0.6666666666666666
x0ffe,sly,8,6,0.75
xMoNsTeRMaRiO,Ascended!,8,6,0.75
xMoNsTeRMaRiO,DeltaJRomeo_,8,2,0.25
xMoNsTeRMaRiO,Faith,4,1,0.25
xMoNsTeRMaRiO,Goose,3,3,1.0
xMoNsTeRMaRiO,Maples,9,4,0.4444444444444444
xMoNsTeRMaRiO,Siem,8,2,0.25
xMoNsTeRMaRiO,TSabin.,8,2,0.25
xMoNsTeRMaRiO,bass!,3,3,1.0
xMoNsTeRMaRiO,nIMBUSXNZ^^,9,4,0.4444444444444444
zoarnyrl,Boydardi,11,9,0.8181818181818182
zoarnyrl,Car-.-,8,4,0.5
zoarnyrl,CoolNerdGames,4,3,0.75
zoarnyrl,EricTheHispanic,12,5,0.4166666666666667
zoarnyrl,FBISSsosa,10,1,0.1
zoarnyrl,Fastmadcow,10,1,0.1
zoarnyrl,Firefi6ht_RL,4,1,0.25
zoarnyrl,FuzzoL,4,3,0.75
zoarnyrl,ItsDaaes,7,1,0.14285714285714285
zoarnyrl,No_Walt,4,1,0.25
zoarnyrl,Recktals,4,1,0.25
zoarnyrl,Ryan,4,3,0.75
zoarnyrl,RyanZeBlock,3,0,0.0
zoarnyrl,"Shuk""!",7,6,0.8571428571428571
zoarnyrl,Siem,8,6,0.75
zoarnyrl,Yoky,11,9,0.8181818181818182
