Discord,League,Ballchasing,TRN,Team,Traded,TradeDate,TradedTeam,Active,Alias,Platform,platform_id,alt,alt_platform,alt_platform_id
Ryanblok8,A,https://ballchasing.com/?uploader=76561199109101412,https://rocketleague.tracker.network/rocket-league/profile/epic/EricTheHispanic/overview,Nessies,N,,,Y,Ryanblok8,Epic,9483255c798c466cb6d5794a1cc9e8b2,,,
Siem,S,https://ballchasing.com/player/steam/76561198358477673,https://rocketleague.tracker.network/rocket-league/profile/epic/CoolNerdGames/overview,Nessies,N,,,Y,Siem,Steam,76561198358477673,,,
Geo,A,https://ballchasing.com/player/steam/76561198236355178,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198167862548/overview,Jormungandr,N,,,Y,Geo,Steam,76561198317445284,,,
Ascended!,S,https://ballchasing.com/player/steam/76561198087852643,https://rocketleague.tracker.network/rocket-league/profile/xbl/MFxWolfer%207/overview,Nightstalkers,N,,,Y,Ascended!,Steam,76561198087852643,,,
FBISSsosa,S,https://ballchasing.com/player/epic/dd44fe17bae8474083000a457d44d588,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198350084596/overview,Nightstalkers,N,,,Y,FBISSsosa,Epic,dd44fe17bae8474083000a457d44d588,,,
GroovyCollier,A,https://ballchasing.com/player/steam/76561199043386482,https://rocketleague.tracker.network/rocket-league/profile/epic/DeltaJRomeo_/overview,KingKong,N,,,Y,GroovyCollier,Steam,76561199043386482,,,
Mateo,A,https://ballchasing.com/player/steam/76561198347333727,https://rocketleague.tracker.network/rocket-league/profile/epic/Chow_Mitch/overview,Jormungandr,N,,,Y,Mateo,Steam,76561198347333727,,,
xZoarny,A,https://ballchasing.com/player/steam/76561198322374540,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198376297098/overview,KingKong,N,,,Y,xZoarny,Steam,76561198322374540,,,
Tylanz,A,https://ballchasing.com/player/steam/76561198871589835,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198364633693/overview,MobyDicks,N,,,Y,Tylanz,Steam,76561198871589835,,,
IgnitedDrip,A,https://ballchasing.com/?player-name=IgnitedDrip,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198365644672/overview,Nightstalkers,N,,,Y,IgnitedDrip,Epic,3b560132323c417c9b9f023e3a525f64,,,
brokeboy97,A,https://ballchasing.com/player/steam/76561198809815205,https://rocketleague.tracker.network/rocket-league/profile/epic/Friendly.Fennec/overview,KingKong,N,,,Y,brokeboy97,Steam,76561198809815205,,,
Captain Wolfer,B,https://ballchasing.com/?player-name=Epic%3ad6409a6dd5c24f33afc33fe0c281682a,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198213500859/overview,MobyDicks,N,,,Y,Captain Wolfer,Epic,d6409a6dd5c24f33afc33fe0c281682a,,,
Audical,A,https://ballchasing.com/player/steam/76561198283737769,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198283737769/overview,MobyDicks,N,,,Y,Audical,Steam,76561198283737769,,,
Fastmadcow,B,https://ballchasing.com/player/steam/76561198027568934,https://rocketleague.tracker.network/rocket-league/profile/epic/Firefi6ht_RL/overview,Nightstalkers,N,,,Y,Fastmadcow,Steam,76561198027568934,,,
Enzo,A,https://ballchasing.com/player/steam/76561198350084596,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198891471147/overview,Jormungandr,N,,,Y,Enzo,Steam,76561198350084596,,,
Boydardi,A,https://ballchasing.com/player/steam/76561198054329313,https://rocketleague.tracker.network/rocket-league/profile/epic/Ggs%20RL%20Bro/overview,Nightstalkers,N,,,Y,Boydardi,Steam,76561198054329313,,,
Yoky,A,https://ballchasing.com/player/steam/76561198090652388,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198027568934/overview,Wraiths,N,,,Y,Yoky,Steam,76561198090652388,,,
Creig,B,https://ballchasing.com/?player-name=Epic%3a68aa4c2bfaf147e189b6fb0d526c46c6,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198805564731/overview,KingKong,N,,,Y,Creig,Epic,8fd205320e9e44b9909d492a392bdb4f,,,
bluegy,B,https://ballchasing.com/player/steam/76561199008394120,https://rocketleague.tracker.network/rocket-league/profile/epic/Goose%20%CE%9E/overview,Wraiths,N,,,Y,bluegy,Steam,76561199008394120,,,
Definitely not dray,B,https://ballchasing.com/player/steam/76561198376297098,https://rocketleague.tracker.network/rocket-league/profile/xbl/Memento%20Mori217/overview,Nightstalkers,N,,,Y,Definitely not dray,,76561198376297098,,,
Skeeter Boys,B,https://ballchasing.com/player/epic/d28c96f6f93644f393139e5c4c353e4d,https://rocketleague.tracker.network/rocket-league/profile/epic/yokodoku/overview,Jormungandr,N,,,Y,Skeeter Boys,Epic,d28c96f6f93644f393139e5c4c353e4d,,,
Alex,B,https://ballchasing.com/player/steam/76561198269377755,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198347333727/overview,KingKong,N,,,Y,Alex,,,,,
Germ.,B,https://ballchasing.com/player/steam/76561198891471147,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198976624529/overview,Nightstalkers,N,,,Y,Germ.,Steam,76561198891471147,,,
Eclipsed Frog,B,https://ballchasing.com/player/steam/76561198167862548,https://rocketleague.tracker.network/rocket-league/profile/epic/Hedmarkers/overview,MobyDicks,N,,,Y,Eclipsed Frog,Steam,76561198167862548,,,
Car,A,https://ballchasing.com/player/steam/76561199030219229,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198985957273/overview,Nessies,N,,,Y,Car,Epic,caa34184db1544109065c5f292c89cae,,,
Nowalt,B,https://ballchasing.com/player/epic/c3115b2f5aab4f6c9e5ed1e130843481,https://rocketleague.tracker.network/rocket-league/profile/steam/GroovyCollier/overview,KingKong,N,,,Y,Nowalt,Epic,c3115b2f5aab4f6c9e5ed1e130843481,,,
Kiwa,B,https://ballchasing.com/?player-name=KIWA_-7,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198979088218/overview,,N,,,N,Kiwa,,,,,
recktals,B,https://ballchasing.com/player/steam/76561198387057692,https://rocketleague.tracker.network/rocket-league/profile/epic/IgnitedDrip/overview,Jormungandr,N,,,Y,recktals,,76561198387057692,,,
SCAT,B,https://ballchasing.com/?player-name=SCATHEW+XD&playlist=10&playlist=11&playlist=12&playlist=13,https://tracker.gg/rocket-league/profile/epic/Kliqz_/overview,Wraiths,N,,,Y,SCAT,Epic,581d99668a69477ba0d52f19c49033ae,,,
Suduko,B,https://ballchasing.com/player/steam/76561198113256999,https://rocketleague.tracker.network/rocket-league/profile/epic/MerculesMilenial/overview,MobyDicks,N,,,Y,Suduko,Steam,76561198113256999,,,
AbSpectre,B,https://ballchasing.com/?player-name=AbSpectre,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198799938375/overview,Nessies,N,,,Y,AbSpectre,Epic,daceee6f910f4d6a863fc5a8dc3b18d8,,,
TheRyan.,B,https://ballchasing.com/player/epic/c6d46be5eb8942a8aa2a64d0f891f46d,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198955848516/mmr?playlist=11,Nessies,N,,,Y,TheRyan.,Epic,c6d46be5eb8942a8aa2a64d0f891f46d,,,
A Simple Femgirl,B,https://ballchasing.com/player/steam/76561199106030939,https://rocketleague.tracker.network/rocket-league/profile/epic/No_Walt/overview,MobyDicks,N,,,Y,A Simple Femgirl,Epic,7b1f16939a384b2b968388d1f295ffa7,,,
MtnDru,A,https://ballchasing.com/?uploader=76561198213500859,https://rocketleague.tracker.network/rocket-league/profile/steam/76561199032836806/overview,Nessies,N,,,Y,MtnDru,Steam,76561198213500859,,,
Whityyyyy,C,https://ballchasing.com/player/psynet/cd70a09096d8e210,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198099860502/overview,Nightstalkers,N,,,Y,Whityyyyy,Playstation,cd70a09096d8e210,,,
SpicyShinobi ,B,https://ballchasing.com/player/steam/76561198136200980,https://rocketleague.tracker.network/rocket-league/profile/epic/nmtotra/overview,Jormungandr,N,,,Y,SpicyShinobi,Epic,7a292b6e464b4f41b5ebfaf7639214f5,,,
CHOW_Mitch,B,https://ballchasing.com/player/steam/76561198847052711,https://rocketleague.tracker.network/rocket-league/profile/epic/OGYeet_/overview,Nessies,N,,,Y,CHOW_Mitch,Epic,bda7981301fd4711af11f6733d237bfe,,,
Ryan,B,https://ballchasing.com/player/steam/76561198087569630,https://rocketleague.tracker.network/rocket-league/profile/steam/76561199061338732/overview,Nessies,N,,,Y,Ryan,Steam,76561198087569630,,,
bro.ro711,B,https://ballchasing.com/player/epic/ac621bd9a6654acaa3553afa6c9545d3,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198042998493/overview,KingKong,N,,,Y,bro.ro711,Epic,ac621bd9a6654acaa3553afa6c9545d3,,,
Coolnerdgames,B,https://ballchasing.com/player/steam/76561197980726409,https://rocketleague.tracker.network/rocket-league/profile/epic/qFoal/overview,Wraiths,N,,,Y,Coolnerdgames,Steam,76561197980726409,,,
tjdubya21,C,https://ballchasing.com/player/steam/76561198131502482,https://rocketleague.tracker.network/rocket-league/profile/epic/RyanZeBlock/overview,MobyDicks,N,,,Y,tjdubya21,Epic,03ea922a50b84e4688bf741eceed18c8,,,
Chewy Chungus,C,https://ballchasing.com/player/steam/76561199423539900,https://rocketleague.tracker.network/rocket-league/profile/epic/RequitedZeus/overview,Jormungandr,N,,,Y,Chewy Chungus,Epic,f3f4cad28eab488bb38e3d6b3cd9d8f0,,,
Firefi6ht,B,https://ballchasing.com/player/epic/ebbb47803eee46db851a8e71e2f2de3c,https://rocketleague.tracker.network/rocket-league/profile/epic/Ryannxddd/overview,Wraiths,N,,,Y,Firefi6ht,Epic,ebbb47803eee46db851a8e71e2f2de3c,,,
Ant,C,https://ballchasing.com/player/epic/e3f3bb8290424be18a1cf1863f1e30d6,https://rocketleague.tracker.network/rocket-league/profile/epic/Slik%CE%B5/overview,Wraiths,N,,,Y,Ant,Epic,e3f3bb8290424be18a1cf1863f1e30d6,,,
Orange,C,https://ballchasing.com/player/steam/76561198042998493,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198358477673/overview,Wraiths,N,,,Y,Orange,Steam,76561198042998493,,,
Slik,C,https://ballchasing.com/player/epic/7efa0f282ef446cbb62ffdf950384851,https://rocketleague.tracker.network/rocket-league/profile/epic/SpicyShinobi/overview,Nightstalkers,N,,,N,S L I K,Epic,7efa0f282ef446cbb62ffdf950384851,,,
Ski11acam,C,https://ballchasing.com/?player-name=ski11acam,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198205869723/overview,KingKong,N,,,Y,Ski11acam,Epic,3b4c0dff54c943319cccb0c21fc5d9dd,,,
Beanz2k,B,https://ballchasing.com/?player-name=Beanzs2k,https://rocketleague.tracker.network/rocket-league/profile/epic/skeeter%20boys/overview,Nightstalkers,N,,,Y,Beanz2k,Epic,7fa3b5b7cbfe4050b784ffea0aa111ba,,,
Mercules ,C,https://ballchasing.com/player/steam/76561198838756627,https://rocketleague.tracker.network/rocket-league/profile/epic/RECKTALS/overview,Wraiths,N,,,Y,Mercules,Epic,d9d63c33bd434c8ebbad68c54db2cad7,,,
NMTotra,C,https://ballchasing.com/player/steam/76561198075614723,https://rocketleague.tracker.network/rocket-league/profile/epic/ski11acam/overview,Wraiths,N,,,Y,NMTotra,Epic,5ac465fd20dc40ca991172c46cea8031,,,
Shuk,C,https://ballchasing.com/player/steam/76561198093681929,https://rocketleague.tracker.network/rocket-league/profile/epic/SCATHEW%20XD/overview,Nessies,N,,,Y,"""Shuk""""!",Steam,76561198093681929,,,
EricTheHispanic,B,https://ballchasing.com/player/epic/87dc0df033734202bd8fcbb95926b672,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198093681929/overview,Jormungandr,N,,,Y,EricTheHispanic,Epic,87dc0df033734202bd8fcbb95926b672,,,
Tslays2,C,https://ballchasing.com/player/steam/76561199204171364,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198113256999/overview,MobyDicks,N,,,Y,Tslays2,,,,,
RequitedZeus,C,https://ballchasing.com/player/epic/bafffec8fe3a419db4749ed9c9f0af70,https://rocketleague.tracker.network/rocket-league/profile/epic/Tslays2/overview,Nightstalkers,N,,,Y,RequitedZeus,Epic,bafffec8fe3a419db4749ed9c9f0af70,,,
Mori,C,https://ballchasing.com/player/xbox/f04cb574f5010900,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198987470037/overview,MobyDicks,N,,,Y,Mori,,f04cb574f5010900,,,
qFoal,C,https://ballchasing.com/player/steam/76561199064776075,https://rocketleague.tracker.network/rocket-league/profile/epic/TheRyan./overview,Jormungandr,N,,,Y,qFoal,Epic,77580cafd94f45f5860c152fdb3f132f,,,
Deciding,C,https://ballchasing.com/player/steam/76561198102060602,https://rocketleague.tracker.network/rocket-league/profile/epic/TSabin./overview,Nessies,N,,,Y,Deciding,,,,,
kliqz,C,https://ballchasing.com/player/steam/76561198274363441,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198871589835/overview,KingKong,N,,,Y,kliqz,,,,,
Preet,C,https://ballchasing.com/player/steam/76561199061338732,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198354602962/overview,KingKong,N,,,Y,Preet,Steam,76561199061338732,,,
Alpha_762,C,https://ballchasing.com/player/steam/76561198419582889,https://rocketleague.tracker.network/rocket-league/profile/epic/TheRealDunion/overview,Nessies,N,,,Y,Alpha_762,Steam,76561198419582889,,,
friendlyfennec,C,https://ballchasing.com/player/steam/76561198060066952,https://rocketleague.tracker.network/rocket-league/profile/epic/tjdubya21/overview,Jormungandr,N,,,Y,friendlyfennec,,,,,
TheRealDunion,C,https://ballchasing.com/player/steam/76561198044125394,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198325326986/overview,Nessies,N,,,Y,TheRealDunion,Epic,5995ffd158294826824891a9f1464ec6,,,
OGYeet,C,https://ballchasing.com/player/steam/76561199089043913,https://rocketleague.tracker.network/rocket-league/profile/epic/Whityyyyy/overview,MobyDicks,N,,,Y,OGYeet,Epic,f305f16ce9654a57ab821728dfaaf4af,,,
Hedmarkers,C,https://ballchasing.com/player/steam/76561198992613779,https://rocketleague.tracker.network/rocket-league/profile/epic/x0ffe/overview,Jormungandr,N,,,Y,Hedmarkers,Epic,c96392b76e0343c68349d9b2cba52b73,,,
Infantryboyz09,C,https://ballchasing.com/player/steam/76561198985957273,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198322374540/overview,Nightstalkers,N,,,Y,Infantryboyz09,Steam,76561198985957273,,,
TweakingOut,C,https://ballchasing.com/player/steam/76561198325326986,https://rocketleague.tracker.network/rocket-league/profile/epic/YokyRLM/overview,KingKong,N,,,Y,TweakingOut,Steam,76561198325326986,,,
GRE4SEMONKEY45,C,https://ballchasing.com/player/epic/cf9121dd9326427f8b7f242618962358,https://rocketleague.tracker.network/rocket-league/profile/epic/GRE4SEMONKEY45/overview,Nightstalkers,N,,,Y,GRE4SEMONKEY45,Epic,cf9121dd9326427f8b7f242618962358,,,
