Discord,League,Ballchasing,TRN,Team,Traded,TradeDate,TradedTeam,Active,Alias,Platform,platform_id,alt,alt_platform,alt_platform_id
Mulig (Oh Ok Yea),S,https://ballchasing.com/player/epic/da10b1a740954a4bb526f42eafff6362,https://rocketleague.tracker.network/rocket-league/profile/epic/Oh%20okay%20yeah/overview,Megaminds,N,,,Y,Mulig (Oh Ok Yea),epic,da10b1a740954a4bb526f42eafff6362,,,
ItsDaaes,S,https://ballchasing.com/player/steam/76561199098487154,https://rocketleague.tracker.network/rocket-league/profile/epic/Itsdaaes/overview,Big Pharma,N,,,Y,ItsDaaes,steam,76561199098487154,ItsDaaes,epic,0fdd769166124fe091a0cf740944b212
TheKingPin123789,A,https://ballchasing.com/?uploader=76561199507032571,https://rocketleague.tracker.network/rocket-league/profile/epic/TheKingPin123789/overview,Tai Lung Leopards,N,,,Y,TheKingPin123789,epic,36abb410f20e4144baefc999d48b6114,,,
Linke._.,S,https://ballchasing.com/player/epic/ae0b7c9075084bf28d921436a737cb48,https://rocketleague.tracker.network/rocket-league/profile/epic/Linke._./overview,Galactic Empire,N,,,Y,Linke._.,epic,ae0b7c9075084bf28d921436a737cb48,slinke._.,epic,50d5299cfd714fbd91163a2127420cf7
FuzzoL,A,https://ballchasing.com/player/steam/76561198365644672,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198365644672/overview,Big Pharma,N,,,Y,FuzzoL,steam,76561198365644672,,,
egg,A,https://ballchasing.com/player/steam/76561198174605477,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198174605477/overview,Ginyu Force,N,,,N,egg,steam,76561198174605477,,,
goldm00n,S,https://ballchasing.com/player/epic/0711d22595ca4160a215c8c7824cd89f,https://rocketleague.tracker.network/rocket-league/profile/epic/GOLDM00N/overview,Tai Lung Leopards,N,,,Y,goldm00n,epic,0711d22595ca4160a215c8c7824cd89f,GoldM00n,steam,76561199040619193
Geo,A,https://ballchasing.com/player/epic/e1b927ab097946dab4aa0635e1761442,https://rocketleague.tracker.network/rocket-league/profile/epic/Dx%20Geo%20xD/overview,Ginyu Force,N,,,Y,Geo,epic,e1b927ab097946dab4aa0635e1761442,,,
shack house,A,https://ballchasing.com/player/steam/76561198205869723,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198205869723/overview,Galactic Empire,N,,,Y,shack house,steam,76561198205869723,,,
Novee,S,https://ballchasing.com/player/steam/76561198383790310,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198383790310/overview,Megaminds,N,,,Y,Novee,steam,76561198383790310,,,
Ascended!,S,https://ballchasing.com/player/steam/76561198087852643,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198087852643/overview,Bezos Bros,N,,,Y,Ascended!,steam,76561198087852643,,,
Ryanblok8,A,https://ballchasing.com/player/steam/76561199109101412,https://rocketleague.tracker.network/rocket-league/profile/epic/RyanZeBlock/overview,Bezos Bros,N,,,Y,Ryanblok8,steam,76561199109101412,RyanZeBlock,epic,9483255c798c466cb6d5794a1cc9e8b2
GroovyCollier,A,https://ballchasing.com/player/steam/76561199043386482,https://rocketleague.tracker.network/rocket-league/profile/steam/GroovyCollier/overview,Big Pharma,N,,,Y,GroovyCollier,steam,76561199043386482,,,
sly,S,https://ballchasing.com/player/steam/76561198099860502,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198099860502/overview,Vectors,N,,,Y,sly,steam,76561198099860502,,,
BocchiRL,A,https://ballchasing.com/player/steam/76561198198331878,https://rocketleague.tracker.network/rocket-league/profile/epic/BocchiRL/overview,Bezos Bros,N,,,Y,BocchiRL,steam,76561198198331878,BocchiRL,epic,67f208eae5654a3ebee3735e27d46c6f
Yoky,A,https://ballchasing.com/player/steam/76561198090652388,https://rocketleague.tracker.network/rocket-league/profile/epic/YokyRLM/overview,Bezos Bros,N,,,Y,Yoky,steam,76561198090652388,,,
DeltaJRomeo,A,https://ballchasing.com/?player-name=DeltaJRomeo,https://rocketleague.tracker.network/rocket-league/profile/epic/DeltaJRomeo_/overview,Vectors,N,,,Y,DeltaJRomeo,epic,da937e7f46a34218a2ac4b4042b43b92,,,
x0ffe,A,https://ballchasing.com/player/steam/76561198143052139,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198143052139/overview,Tai Lung Leopards,N,,,Y,x0ffe,steam,76561198143052139,,,
Boydardi,A,https://ballchasing.com/player/steam/76561198054329313,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198054329313/overview,Big Pharma,N,,,Y,Boydardi,steam,76561198054329313,,,
ZakWagon,A,https://ballchasing.com/player/steam/76561198122857043,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198122857043/overview,Vectors,N,,,Y,ZakWagon,steam,76561198122857043,,,
Creer,A,https://ballchasing.com/player/steam/76561198346131457,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198346131457/overview,Bezos Bros,N,,,Y,Creer,steam,76561198346131457,,,
Fastmadcow,A,https://ballchasing.com/player/steam/76561198027568934,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198027568934/overview,Alternate,N,,,Y,Fastmadcow,steam,76561198027568934,,,
